球队,中文名,英文名,号码,位置,身高,体重,球龄,img_url
鹈鹕,贾马尔-凯恩,Jamal Cain,8,前锋,198,87,2,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/鹈鹕_贾马尔-凯恩.png
鹈鹕,杰里米亚-罗宾逊-厄尔,Jeremiah Robinson-Earl,50,前锋,203,109,3,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/鹈鹕_杰里米亚-罗宾逊-厄尔.png
鹈鹕,伊夫-米西,Yves Missi,21,中锋,211,107,-,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/鹈鹕_伊夫-米西.png
鹈鹕,布鲁斯-布朗,Bruce Brown,00,后卫/前锋,193,92,6,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/鹈鹕_布鲁斯-布朗.png
鹈鹕,特雷-墨菲,Trey Murphy III,25,前锋,203,93,3,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/鹈鹕_特雷-墨菲.png
鹈鹕,莱斯特-奎诺内斯,Lester Quinones,22,后卫,193,94,2,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/鹈鹕_莱斯特-奎诺内斯.png
鹈鹕,凯利-奥利尼克,Kelly Olynyk,13,前锋/中锋,211,109,11,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/鹈鹕_凯利-奥利尼克.png
鹈鹕,德章泰-穆雷,Dejounte Murray,5,后卫,193,82,7,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/鹈鹕_德章泰-穆雷.png
鹈鹕,C.J.麦科勒姆,CJ McCollum,3,后卫,191,86,11,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/鹈鹕_C.J.麦科勒姆.png
鹈鹕,乔丹-霍金斯,Jordan Hawkins,24,后卫,196,86,1,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/鹈鹕_乔丹-霍金斯.png
鹈鹕,何塞-阿尔瓦拉多,Jose Alvarado,15,后卫,183,81,3,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/鹈鹕_何塞-阿尔瓦拉多.png
鹈鹕,锡安-威廉姆森,Zion Williamson,1,前锋,198,129,4,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/鹈鹕_锡安-威廉姆森.png
鹈鹕,赫伯特-琼斯,Herbert Jones,2,前锋,201,93,3,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/鹈鹕_赫伯特-琼斯.png
鹈鹕,埃尔弗里德-佩顿,Elfrid Payton,4,后卫,191,88,8,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/鹈鹕_埃尔弗里德-佩顿.png
鹈鹕,布兰登-波士顿,Brandon Boston,11,后卫,198,85,3,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/鹈鹕_布兰登-波士顿.png
鹈鹕,安东尼奥-里夫斯,Antonio Reeves,12,后卫,196,93,-,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/鹈鹕_安东尼奥-里夫斯.png
爵士,劳里-马尔卡宁,Lauri Markkanen,23,前锋/中锋,213,109,7,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/爵士_劳里-马尔卡宁.png
爵士,布莱斯-森萨博,Brice Sensabaugh,28,前锋,196,107,1,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/爵士_布莱斯-森萨博.png
爵士,凯尔-菲利波夫斯基,Kyle Filipowski,22,中锋,211,113,-,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/爵士_凯尔-菲利波夫斯基.png
爵士,基扬特-乔治,Keyonte George,3,后卫,193,84,1,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/爵士_基扬特-乔治.png
爵士,泰勒-亨德里克斯,Taylor Hendricks,-,前锋,206,98,1,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/爵士_泰勒-亨德里克斯.png
爵士,迈卡-波特,Micah Potter,25,中锋,206,112,3,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/爵士_迈卡-波特.png
爵士,约翰尼-朱赞,Johnny Juzang,33,后卫,196,102,2,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/爵士_约翰尼-朱赞.png
爵士,斯维亚托斯拉夫-米凯卢克,Svi Mykhailiuk,19,后卫/前锋,201,93,6,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/爵士_斯维亚托斯拉夫-米凯卢克.png
爵士,杰登-斯普林格,Jaden Springer,11,后卫,193,92,3,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/爵士_杰登-斯普林格.png
爵士,奥斯卡-希布韦,Oscar Tshiebwe,34,前锋/中锋,203,116,1,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/爵士_奥斯卡-希布韦.png
爵士,约翰-科林斯,John Collins,20,前锋/中锋,206,102,7,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/爵士_约翰-科林斯.png
爵士,科林-塞克斯顿,Collin Sexton,2,后卫,191,86,6,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/爵士_科林-塞克斯顿.png
爵士,小肯扬-马丁,KJ Martin,99,前锋,198,98,4,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/爵士_小肯扬-马丁.png
爵士,科迪-威廉姆斯,Cody Williams,5,前锋,201,86,-,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/爵士_科迪-威廉姆斯.png
爵士,沃克-凯斯勒,Walker Kessler,24,中锋,213,111,2,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/爵士_沃克-凯斯勒.png
爵士,以利亚-哈克雷斯,Elijah Harkless,16,后卫,191,88,-,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/爵士_以利亚-哈克雷斯.png
爵士,乔丹-克拉克森,Jordan Clarkson,00,后卫,191,88,10,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/爵士_乔丹-克拉克森.png
爵士,以赛亚-科利尔,Isaiah Collier,13,后卫,191,95,-,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/爵士_以赛亚-科利尔.png
